"ID","Citation","Title","Year","Number.of.Studies","Screened","Include","Study","Focal.Hypothesis.Description","Design","Code.for.Interaction","Code.for.Main.Effect.vs.Interaction","TMT.theory.or.other","Method.MAPS.or.Other","Treatment.Group.2","Treatment.Group.3","Treatment.Group.4","Treatment.Group.5","Control.Group.DP.or.other","Control.Group.2","Interaction.Variable.1","Interaction.Variable.2","Interaction.Variable.3","Interaction.Variable.4","Dependent.Variable","Dependent.Variable.2","DV.Codes","DV.Types","Delay","Code.for.Delay.Task","Age.M","Entirely.College","Code.and.Location","Code.for.Location","Focal.Analysis.Description","Copy.Paste.Statistical.Result","test.Statistic","Value","df","p.value","Total.N","Statistics.1","Statistic.2","Notes","NumCells","Cell.N"
1984,"Wakimoto, Ryutaro. (2011). Reconstruction of the subjective temporal distance of past interpersonal experiences after mortality salience. Personality and Social Psychology Bulletin, 37(5), 687–700. https://doi.org/10.1177/0146167211400422","Reconstruction of the subjective temporal distance of past interpersonal experiences after mortality salience.","2011",3,"","Y","3","Memories of positive conduct toward a close friend in the past may raise expectations for future closeness and continuity of the friendship. Such an experience may be perceived to be temporally closer when individuals are reminded of their own mortality.","2 BS","","main effect (2XCXCXC)","TMT","MAPS","","","","","OTHER (leisure-time activities)","","","","","","temporal distance of positive conduct towards a close friend","","2: other friendship","Desire","2 (electronic highway toll collection + J-PANAS)","2","information not available","y","3: Japan",3,"2X2X2X2 ANCOVA (main effect predicted)","A significant main effect was observed for mortality salience, indicating that the subjective temporal distance of positive conduct was smaller in the mortality salience (M = 39.65) than in the control (M = 65.34) condition, F(1, 37) = 5.32, p = .03, ε² = .05 (see Table 7).","F","5.32","1,37","ns",51,"F(1, 37)=5.32","","",2,25.5
1987,"Walsh, P. E., & Smith, J. L. (2007). Opposing standards within the cultural worldview: Terror management and American women's desire for uniqueness versus inclusiveness. Psychology of Women Quarterly, 31,103-113.","Opposing standards within the cultural worldview: Terror management and American women's desire for uniqueness versus inclusiveness.","2007",2,"","Y","1","it is possible that, after making mortality salient, women who are first primed with a focus on membership to their gender group will then desire to stand out to reestablish balance with their individual uniqueness as prescribed by their American-college-student worldview.","2X2 BS","Content Feature","interaction (2X2)","TMT","MAPS","","","","","OTHER (exam)","","Group Prime vs. Self Prime","","","","identification with women","","5: ingroup women","Attitudes and Beliefs","puzzle (3 minutes)","1","19.73","y","1: USA",1,"2X2 ANOVA","Although there were no main effects, a significant interaction emerged for identification with women F(1, 107) = 4.07, p < .05","F","4.07","1,107","",109,"F(1, 107)=4.07","","",4,27.25
1988,"Walsh, P. E., & Smith, J. L. (2007). Opposing standards within the cultural worldview: Terror management and American women's desire for uniqueness versus inclusiveness. Psychology of Women Quarterly, 31,103-113.","Opposing standards within the cultural worldview: Terror management and American women's desire for uniqueness versus inclusiveness.","2007",2,"","Y","2","Men should desire uniqueness regardless of self or gender prime conditions, whereas women should desire more inclusiveness when primed with gender compared to when primed with self.","2X3X2 BS","Ge; Belief/Attitude","interaction (2X3X2)","TMT","MAPS","","","","","OTHER (exam)","","Gender","gender prime","","","need for uniqueness (scale)","","2: Other Unique Identity","Desire","puzzle (3 minutes)","1","19.6","y","1: USA",1,"2X3X2 ANOVA","A similar three-way interaction emerged for need for uniqueness, F(2, 108) = 3.42, p < .05, η2 p = .06, and need for affiliation, F(2, 108) = 3.24, p < .05, η2 p = .06. Women in the gender prime condition under mortality salience reported the lowest level of need for uniqueness (see Table 3) and the highest level of need for affiliation (see Table 4), especially compared to men in the same conditions.","F","3.42","2,108","<.05",120,"F(2, 108)=3.42","","",12,10
2005,"Weise, D. R., Arciszewski, T., Verlhiac, J.-F., Pyszczynski, T., & Greenberg, J. (2012). c European Psychologist, 17(1), 63–72. https://doi.org/10.1027/1016-9040/a000056","Terror management and attitudes toward immigrants: Differential effects of mortality salience for low and high right-wing authoritarians.","2012",2,"","Y","1","MS should increase high RWA participants’ negativity toward immigrants and increase participants’ positivity toward immigrants among those low in RWA (right wing authoritarinsm). ","2X2 BS","Attitude/Political Ideology","interaction (2X2)","TMT","MAPS","","","","","DP","","RWA (high vs low)","","","","Immigrant Rating (Evaluation of target immigrant)","","5: outgroup immigrant","Attitudes and Beliefs","1 (PANAS-X)","1","20.55","y","2: France",2,"Hierarchical regression analysis","To test our hypothesis, a hierarchical regression analysis was performed using MS (dummy coded with dental pain coded as zero), RWA (centered at the mean; M = 3.73, SD = .93), and the RWA × MS interaction as predictors of evaluations of the immigrant (see Aiken & West, 1991). This analysis provided support for our hypothesis, in the form of a significant two-way interaction between MS and RWA (b = −.82, SE = .31, β = −.36, p = .01; see Figure 1).","t","2.277778","96","0.01",110,"t(96)=2.277778","","t manually computed (b/se)",4,27.5
2006,"Weise, D. R., Arciszewski, T., Verlhiac, J.-F., Pyszczynski, T., & Greenberg, J. (2012). Terror management and attitudes toward immigrants: Differential effects of mortality salience for low and high right-wing authoritarians. European Psychologist, 17(1), 63–72. https://doi.org/10.1027/1016-9040/a000056","Terror management and attitudes toward immigrants: Differential effects of mortality salience for low and high right-wing authoritarians.","2012",2,"","Y","2","Given that MS-induced positivity toward out-group members is a somewhat unusual finding in the TMT literature, the question arises as to whether or not this effect may have something to do with the generally liberal nature of French culture and in particular the university where the data from Study 1 were collected. In order to assess this, we designed Study 2 to conceptually replicate Study 1 and collected the data at a large state university in the southwest United States which could be characterized as moderately liberal.","2X2 BS","Target Feature","interaction (2X2XC)","TMT","MAPS","","","","","OTHER (Uncertainty)","","Immigrant Facebook Content (Profile 1 vs Profile 2)","","","","Immigrant Facebook Ratings","","5: outgroup immigrants","Attitudes and Beliefs","1 (PANAS-X)","1","19.12","y","1: USA",1,"Hierarchical regression analysis","To test our hypothesis, we used the same hierarchical regression procedures as used in Study 1. Specifically, we used RWA (centered at the mean; M = 4.30, SD = 1.24), MS (dummy coded with the uncertainty control condition coded as zero), facebook content (dummy coded with Profile 2 coded as zero), and all possible interactions as predictors of attitudes toward the immigrant (Aiken &West, 1991). This analysis only revealed the anticipated two-way interaction between level of RWA and MS (b = −.71, SE = .31, β = −.43, p = .03).","t","-2.290323","75","0.03",84,"t(75)=-2.290323","","t manually computed (b/se)",4,21
2007,"Weise, D. R., Pyszczynski, T., Cox, C. R., Arndt, J., Greenberg, J., Solomon, S., & Kosloff, S. (2008). Interpersonal politics: The role of terror management and attachment processes in shaping political preferences. Psychological Science, 19(5), 448–455. https://doi.org/10.1111/j.1467-9280.2008.02108.x","Interpersonal politics: The role of terror management and attachment processes in shaping political preferences.","2008",2,"","Y","1","If liberals' main source of existential security lies in empathic and nurturant values, which originate in secure attachment experiences, then attachment security should be associated with liberal political attitudes in response to MS. Likewise, if conservatives' security lies in moral absolutes of right and wrong, which are rooted in more authoritarian parent-child experiences, then after MS, low attachment security should predict conservative attitudes.","2X2 BS","Tr","interaction (2X2)","TMT","MAPS","","","","","DP","","attachment security: high low","","","","support for conservative values/leaders","","5: Ingroup conservatives","Attitudes and Beliefs","2, PANAS and reading a short passage","2","18.55","y","1: USA",1,"multiple regression","Comparisons of the MS and control groups' support for Bush and Kerry, at 1 standard deviation above and below the mean for attachment security (Aiken & West, 1991), revealed that MS significantly increased support for Bush among low-attachment-security participants, b = 3.13, SE = 1.43, β = .46, p = .04, and significantly decreased support for Bush among high-attachment-security participants, b = -3.78, SE = 1.39, β = -.56, p = .01.","t","2.188811","36","",40,"t(36)=2.188811","beta(36)=-0.56","t manually computed (b/se)",4,10
2008,"Weise, D. R., Pyszczynski, T., Cox, C. R., Arndt, J., Greenberg, J., Solomon, S., & Kosloff, S. (2008). Interpersonal politics: The role of terror management and attachment processes in shaping political preferences. Psychological Science, 19(5), 448–455. https://doi.org/10.1111/j.1467-9280.2008.02108.x","Interpersonal politics: The role of terror management and attachment processes in shaping political preferences.","2008",2,"","Y","2","We anticipated that, as in a previous study (Pyszczynski et al., 2006), MS in the absence of a secure relationship prime would increase support for military might among conservatives, but that priming a secure relationship would generally lead participants to respond to MS with decreased support for military","2x2 BS","Tr","interaction (2X2)","TMT","MAPS","","","","","DP","","secure relationship prime: yes no","","","","support for military might","","5: other support for military","Attitudes and Beliefs","2, PANAS and reading a short passage","2","22.23","y","1: USA",1,"multiple regression","The MS x Relationship Prime interaction significantly predicted support for extreme force at Step 2 (see Table 2 and Fig. 4); no other main effects or interactions approached significance","t","-2.339623","152","",160,"t(152)=-2.339623","","t manually computed (b/se)",4,40
2014,"Williams, T. J., Schimel, J., Hayes, J., & Faucher, E. H. (2012). The effects of existential threat on reading comprehension of worldview affirming and disconfirming information. European Journal of Social Psychology, 42(5), 602–616. https://doi.org/10.1002/ejsp.1849","The effects of existential threat on reading comprehension of worldview affirming and disconfirming information.","2012",3,"","Y","1","We predicted that reminders of death (vs. control) would increase reading comprehension among evolutionists, but lead to a decrease in reading comprehension among creationists. However, because memory for surface details (e.g., names of researchers and fossils) are not central to understanding the conceptual analysis of the article as a whole, we expected that the effects of MS on reading comprehension would be most pronounced on the abstract reasoning questions that assessed their overall grasp of the article's meaning, relative to test questions that assessed memory for superficial details.","2X2 BS","Threat to worldview","interaction (2X2)","TMT","MAPS","","","","","DP","","worldview (evolutionary vs creationism)","","","","Abstract reasoning","","7: other abstract reasoning","Cognition","PANAS","1","information not available","y","4: Canada",4,"2X2 ANOVA","However, a significant Worldview Salience interaction was present (b=.33,t(92) = 2.53,p<.05)","t","2.53","92","ns",98,"t(92)=2.53","","",4,24.5
2015,"Williams, T. J., Schimel, J., Hayes, J., & Faucher, E. H. (2012). The effects of existential threat on reading comprehension of worldview affirming and disconfirming information. European Journal of Social Psychology, 42(5), 602–616. https://doi.org/10.1002/ejsp.1849","The effects of existential threat on reading comprehension of worldview affirming and disconfirming information.","2012",3,"","Y","2","We predicted that when death (vs. dental pain) was salient, creationists would show better performance on the abstract reasoning items, whereas evolutionists would show decreased performance on the abstract reasoning questions.","2X2 BS","Threat to worldview","interaction (2X2)","TMT","MAPS","","","","","DP","","worldview (evolutionary vs creationism)","","","","Abstract reasoning","","7: other abstract reasoning","Cognition","1 (PANAS)","1","information not available","y","1: USA",1,"Regression","This analysis revealed only a significant Worldview × Salience interaction (β = −.60, t(50) = −2.52, p < .01, R2 = .12)","t","-2.52","50","NA (p<.01)",56,"t(50)=-2.52","","",4,14
2016,"Williams, T. J., Schimel, J., Hayes, J., & Faucher, E. H. (2012). The effects of existential threat on reading comprehension of worldview affirming and disconfirming information. European Journal of Social Psychology, 42(5), 602–616. https://doi.org/10.1002/ejsp.1849","The effects of existential threat on reading comprehension of worldview affirming and disconfirming information.","2012",3,"","Y","3","The purpose of Study 3 was to determine if the effect of MS on abstract reasoning is specific to information that can bolster one's faith in their worldview or if these effects generalize to all worldview consistent information","2X2 BS","Content Features ","interaction (2X2)","TMT","MAPS","","","","","DP","","Source Credibility (credible vs non-credible)","","","","Abstract reasoning","","5: religion (own)","Attitudes and Beliefs","1 (PANAS)","1","information not available","y","4: Canada",4,"2X2 ANOVA","The predicted Source credibility × Salience interaction was significant F(1, 60) = 5.69, p < .05; η2 = 0.10.","F","5.69","1,60","NA (p<.05)",66,"F(1, 60)=5.69","","",4,16.5
2019,"Williams, T., Schimel, J., Hayes, J., Martens, A. (2010). The moderating role of extrinsic contingency focus on reactions to threat. European Journal of Social Psychology, 40, 300-320.","The moderating role of extrinsic contingency focus on reactions to threat.","2010",3,"","Y","3","Our expectation was that high (vs. low) ECF participants would show the highest levels of worldview defense in response to MS.","2X2 BS","Tr","interaction (2X2)","TMT","MAPS","","","","","OTHER (pain)","","Extrinsic Contingency Focus (high vs low) ","","","","Conviction Vote ","","5: support for target individual hacker","Attitudes and Beliefs","2 (PANAS + reading a short passage)","","information not available","y","4: Canada",4,"Regression","We then regressed this general measure of worldview defense on centered ECF scores, salience condition (physical pain = 0, mortality = 1) and the interaction of the two. This analysis revealed no significant main effects but did show the predicted ECF 􏰂 salience interaction (t(131) = -2.94, b =.35, p < .01.","t","-2.94","131","NA (p<.01)",135,"t(131)=-2.94","","",4,33.75
2020,"Willis, G. B., Tapia-V, A., & Martinez, R. (2011). I control therefore I am: Effects of mortality salience on control attributions. The Spanish Journal of Psychology, 14,765-772.","I control therefore I am: Effects of mortality salience on control attributions.","2011",1,"","Y","1","We predict a three-way interaction between type of attributions, mortality salience and the consequences of failure. We worked from the hypothesis that only when the consequences of failure had relevant implications would participants assigned to the mortality salience condition exhibit a greater tendency to explain their failure through more controllable causes than uncontrollable ones, compared to the control group.","2WX2BX2B","Content Feature; Target Feature","interaction (2X2X2w)","TMT","MAPS","","","","","DP","","implications of failure: very relevant vs irrelevant","type of attribution: controllable vs uncontrollable","","","attribution of cause of failure","","2: other control","Desire","1, 5 minute break","1","19.43","y","4: Mexico",4,"2X2X2 mixed ANOVA","In support of our hypothesis, a third-order effect was observed between type of attributions, type of salience and the implications of failure, F(1,130) = 7.40; p = .007.","F","7.4","1,130","0.007",134,"F(1, 130)=7.4","","",4,33.5
2021,"Wilson, K. M., & Bernas, R. (2011). A good man is hard to find: Forgiveness, terror management, and religiosity. Research in the Social Scientific Study of Religion, 22, 126–140. https://doi.org/10.1163/ej.9789004207271.i-360.18","A good man is hard to find: Forgiveness, terror management, and religiosity.","2011",1,"","Y","1","It was predicted that individuals with the highest self-reported intrinsic religiosity would demonstrate a heightened level of forgiveness under conditions of mortality salience compared to those with high intrinsic religiosity who were not exposed to their own mortality.","2X2 BS","R","interaction (2X2)","TMT","MAPS","","","","","DP","","intrinsic religiosity","","","","forgiveness","","5: other forgiveness","Attitudes and Beliefs","PANAS + word search","2","19.3","y","1: USA",1,"2X2 ANOVA","and a significant interaction for mortality salience by religiosity (F[l,119] = 6.08, p < .05)","F","6.08","1,119","",123,"F(1, 119)=6.08","","",4,30.75
2023,"Wirth-Petrik, B., & Guenther, R. K. (2012). Mortality salience and symbols of cultural worldview affect the desireability of a stressful job: The ironic consequences of terror management. Psychological Reports, 111(3), 717–723. https://doi.org/10.2466/07.15.PR0.111.6.717-723","Mortality salience and symbols of cultural worldview affect the desireability of a stressful job: The ironic consequences of terror management.","2012",1,"","Y","1","Independent of main effects, the participants shown the American logo, but not the foreign logo, should rate the stressful job as more desirable when initially reminded of death than when initially reminded of dental pain.","2X2 BS","Target Feature","interaction (2X2)","TMT","MAPS","","","","","DP","","logos (foreign or American)","","","","desirability of the job","","5: ingroup American","Attitudes and Beliefs","PANAS + demographics","2","information not available","y","1: USA",1,"ANOVA","As predicted by terror management theory, the interaction was statistically significant (F(1,93) = 4.91, p = .03, partial η2 = .05, small to medium effect size).","F","4.91","1,93","0.03",97,"F(1, 93)=4.91","","",4,24.25
2025,"Wisman, A., & Goldenberg, J. L. (2005). From the grave to the cradle: Evidence that mortality salience engenders a desire for offspring. Journal of Personality and Social Psychology, 89,46-61.","From the grave to the cradle: Evidence that mortality salience engenders a desire for offspring.","2005",4,"","Y","1","In particular, we hypothesized that men would respond to mortality salience with an increase in their desired number of offspring; however, women, because of a conflict between maternal responsibilities and career ambitions, would not respond with parallel increases in their desires for offspring.","2X2 BS","Ge","interaction (2X2)","TMT","MAPS","","","","","OTHER (TV)","","gender (male vs female)","","","","Desire for offspring","","2: Offspring","Desire","1 (PANAS)","1","21","y","2: Netherlands",2,"2X2 ANOVA","Desire for offspring was also subject to a 2 (mortality salience: death vs. control) × 2 (gender: men vs. women) between-subjects ANOVA. The result yielded only the predicted Mortality Salience × Gender interaction, F(1, 72) = 6.11, p < .02.","F","6.11","1,72","NA (p<.02)",76,"F(1, 72)=6.11","","",4,19
2026,"Wisman, A., & Goldenberg, J. L. (2005). From the grave to the cradle: Evidence that mortality salience engenders a desire for offspring. Journal of Personality and Social Psychology, 89,46-61.","From the grave to the cradle: Evidence that mortality salience engenders a desire for offspring.","2005",4,"","Y","2","First, we sought to replicate the findings of Study 1 when mortality salience was contrasted with an aversive rather than a neutral topic. Second, although following the precedent of other terror management research, we viewed an increase in desired number of offspring in response to mortality salience to indicate that the desire for offspring was serving a terror management function, we wanted to test this assumption further by examining whether increased interest in offspring would in turn reduce further defensiveness against mortality concerns.","2X2 BS","Ge","interaction (2X2)","TMT","MAPS","","","","","DP","","gender (male vs female)","","","","Desire for offspring","","2: Offspring","Desire","1 (PANAS)","1","21","y","2: Netherlands",2,"2X2 ANOVA","This analyses yielded a Gender Mortality Salience interaction, F(1, 72)  4.39, p  .05.","F","4.39","1,72","NA (p<.05)",76,"F(1, 72)=4.39","","selected this value because it seemed like the more important statistic (novel component) even though it is listed second",4,19
2027,"Wisman, A., & Goldenberg, J. L. (2005). From the grave to the cradle: Evidence that mortality salience engenders a desire for offspring. Journal of Personality and Social Psychology, 89,46-61.","From the grave to the cradle: Evidence that mortality salience engenders a desire for offspring.","2005",4,"","Y","3","We hypothesized that if children represent a conflict to women's but not men's careers, then career striving should moderate the effect of mortality salience for women but not for men.","2X2 BS","Ge","interaction (2X2XC)","TMT","MAPS","","","","","DP","","gender (male vs female)","","","","Desire number of children","","2: Offspring","Desire","1 (PANAS)","1","21","y","2: Netherlands",2,"2X2 ANOVA","These effects, however, were qualified by the predicted three-way interaction, b  .162, SE  .015, t(119) = 2.03, p = .05.","t","2.03","119","NA (p<.001)",127,"t(119)=2.03","","",4,31.75
2028,"Wisman, A., & Goldenberg, J. L. (2005). From the grave to the cradle: Evidence that mortality salience engenders a desire for offspring. Journal of Personality and Social Psychology, 89,46-61.","From the grave to the cradle: Evidence that mortality salience engenders a desire for offspring.","2005",4,"","Y","4","However, if the failure to find increases in women’s desired number of offspring in response to mortality salience in the previous studies could be attributed to concerns about the negative impact of children on women’s careers, in undoing this belief, we hypothesized that women would respond to mortality salience with an increased desire for offspring.","2X2 BS","Attitude ","interaction (2X2)","TMT","MAPS","","","","","OTHER (TV)","","career and children (compatible vs incompatible)","","","","desire for offspring","","2: Offspring","Desire","1 (PANAS)","1","21","y","2: Netherlands",2,"2X2 ANOVA","The results yielded a Mortality Salience Essay interaction, F(1, 75) = 4.81, p = .04.","F","4.81","1,75","0.04",80,"F(1, 75)=4.81","","",4,20
2029,"Wisman, A., & Heflick, N. A. (2016). Hopelessly mortal: The role of mortality salience, immortality and trait self-esteem in personal hope. Cognition and Emotion, 30(5), 868–889. https://doi.org/10.1080/02699931.2015.1031643","Hopelessly mortal: The role of mortality salience, immortality and trait self-esteem in personal hope.","2016",4,"","Y","1","We predicted that people low in self-esteem would uniquely experience lowered feelings of personal hope after thinking about their own mortality.","2X2 BS","Tr","interaction (2X2)","TMT","MAPS","","","","","OTHER (PAIN)","","Self-Esteem: High Low ","","","","Personal hope","","1: Other hope","Affect and Emotion","2 (PANAS + DOT-DOT)","2","21.6","y","2: UK",2,"regression","However, as hypothesised, there was a significant interaction at Step 2 between self-esteem and mortality salience, B = −.04, SE = .02, t(66) = −2.52, p = .014, adjusted R2 = .23.","t","2.52","66","0.014",70,"t(66)=2.52","","",4,17.5
2030,"Wisman, A., & Heflick, N. A. (2016). Hopelessly mortal: The role of mortality salience, immortality and trait self-esteem in personal hope. Cognition and Emotion, 30(5), 868–889. https://doi.org/10.1080/02699931.2015.1031643","Hopelessly mortal: The role of mortality salience, immortality and trait self-esteem in personal hope.","2016",4,"","Y","2","In Study 2, we sought to replicate the findings of Study 1 with different measures of hope and a larger sample.","2X2 BS","Tr","interaction (2X2)","TMT","MAPS","","","","","OTHER (pain)","","Self-Esteem: High Low ","","","","Personal hope","","1: Other hope","Affect and Emotion","2 (PANAS + story about Albert Camus)","2","35.3","n","1: USA",1,"regression","Additionally, as hypothesised, this effect was qualified by a significant interaction in the second step, B = −.16, SE = .06, t(96) = −2.61, p = .011, adjusted R2 = .20.","t","-2.61","96","0.011",100,"t(96)=-2.61","","",4,25
2031,"Wisman, A., & Heflick, N. A. (2016). Hopelessly mortal: The role of mortality salience, immortality and trait self-esteem in personal hope. Cognition and Emotion, 30(5), 868–889. https://doi.org/10.1080/02699931.2015.1031643","Hopelessly mortal: The role of mortality salience, immortality and trait self-esteem in personal hope.","2016",4,"","Y","3","In Study 3, we sought to replicate the effects of Studies 1 and 2 showing that mortality salience reduces hope for people low, but not high, in self-esteem. Further, we wanted to test our second hypothesis, stating that this effect for people low in trait self-esteem will not occur if they are provided with promises of literal immortality.","2X2X2 BS","Belief/Attitude; Tr","interaction (2X2X2)","TMT","MAPS","","","","","OTHER (PAIN)","","Self-Esteem: High Low ","afterlife (affirmation or disconfirmation)","","","Staats Hope Index","","1: Other hope","Affect and Emotion","2 (PANAS + word search)","2","20.33","y","2: UK",2,"regression","In the third step, as hypothesised, we found a significant three-way interaction between mortality salience, the afterlife manipulation and self-esteem, B = −.06, SE = .03, t(72) = −2.09, p = .041, adjusted R2 = .11","t","-2.09","72","0.041",80,"t(72)=-2.09","","",8,10
2032,"Wisman, A., & Heflick, N. A. (2016). Hopelessly mortal: The role of mortality salience, immortality and trait self-esteem in personal hope. Cognition and Emotion, 30(5), 868–889. https://doi.org/10.1080/02699931.2015.1031643","Hopelessly mortal: The role of mortality salience, immortality and trait self-esteem in personal hope.","2016",4,"","Y","4","Using a much larger sample than in Study 3, in Study 4, we sought to test if secular promises of literal immortality (via science and medicine) will function similarly to religious promises (afterlife belief) in preserving hope when thinking about death.","2X2X2 BS","Tr; Content Feature","interaction (2X2X2)","TMT","MAPS","","","","","DP","","Self-Esteem: High Low ","immortality (yes or no)","","","General Hope Scale","","1: Other hope","Affect and Emotion","1 (PANAS)","1","28.25","y","1: USA",1,"regression","In Step 3, as hypothesised, we found a significant three-way interaction between mortality salience, the immortality manipulation and self-esteem, B = .08, SE = .03, t(191) = 2.88, p = .004, adjusted R2 = .44.","t","2.88","191","0.004",200,"t(191)=2.88","","",8,25
2033,"Wisman, A., & Koole, S. (2003). Hiding in the crowd: Can mortality salience promote affiliation with others who oppose one's worldviews? Journal of Personality and Social Psychology, 84,511-526.","Hiding in the crowd: Can mortality salience promote affiliation with others who oppose one's worldviews?","2003",3,"","Y","1","Assuming that mortality salience would arouse participants' affiliation defenses, we could expect to find a more pronounced preference for sitting down in the group over sitting down alone under heightened mortality salience.","2X2 BS","Content Feature","interaction (2X2)","TMT","MAPS","","","","","OTHER (TV)","","seating arrangement: single chair vs. clustered chair","","","","seating preference","","5: affiliation defense (seating preference)","Attitudes and Beliefs","PANAS","1","22","y","2: Netherlands",2,"chi square","This analysis revealed a significant Seating Position × Mortality Salience interaction, χ2(1,N = 72) = 10.76, p <.005. As shown inTable 1, a large majority of the participants (80.0%,n = 28) in the high mortality salience condition chose to sit in one of the clustered chairs. In contrast, less than half of the participants (46.0%,n = 17) in the low mortality salience condition preferred to sit in a clustered chair. No effects were found for group tolerance or for the interaction between group tolerance and mortality salience (bothps >.2).","chi2","10.76","72","",79,"chi2(72)=10.76","","",4,19.75
2034,"Wisman, A., & Koole, S. (2003). Hiding in the crowd: Can mortality salience promote affiliation with others who oppose one's worldviews? Journal of Personality and Social Psychology, 84,511-526.","Hiding in the crowd: Can mortality salience promote affiliation with others who oppose one's worldviews?","2003",3,"","Y","2","The primary goal of Experiment 2 is to come up with a more potent method of ensuring that participants were highly motivated to defend the worldviews that were being threatened by their group.","2X2 BS","Content features; Target features","interaction (2X2)","TMT","MAPS","","","","","OTHER (TV)","","seating arrangement: single chair vs. clustered chair","group views: like minded vs. different minded","","","seating preference","","5: worldview defense (seating preference)","Attitudes and Beliefs","PANAS","1","21","y","2: Netherlands",2,"chi square","This analysis revealed a significant Seating Position × Mortality Salience interaction effect, χ2(1,N = 80) = 4.29,p <.04. AsTable 3 shows, most of the participants (70.0%;n = 28) in the high mortality salience condition chose to sit in one of the clustered chairs.","chi2","4.29","1,80","",88,"chi2(1, 80)=4.29","","",4,22
2035,"Wisman, A., & Koole, S. (2003). Hiding in the crowd: Can mortality salience promote affiliation with others who oppose one's worldviews? Journal of Personality and Social Psychology, 84,511-526.","Hiding in the crowd: Can mortality salience promote affiliation with others who oppose one's worldviews?","2003",3,"","Y","3","If, consistent with TMT, participants' desire to sit within the group is motivated by concerns with worldview validation, then mortality salience should produce in participants a greater preference for defending their own worldviews, even if this means sitting alone. Alternatively, if participants' seating preference is motivated by affiliation strivings, then mortality salience should yield a greater preference for sitting in the group, even when this means that participants have to turn their back on their own worldviews.","2X2 BS","Content Feature ","interaction (2X2)","TMT","MAPS","","","","","OTHER (TV)","","worldview congruent vs. incongruent","","","","seating preference","","6: other seating preference (affiliation vs worldview defense)","Behavior","PANAS","1","22","y","2: Netherlands",2,"chi square","As shown inTable 5, this analysis showed a significant interaction effect between mortality salience and seating alternative, χ2(1,N = 58) = 4.52,p <.04. Specifically, preference for the worldview-congruent/single-chair alternative was found to be weaker under high versus low mortality salience (48.0% vs. 76.0%, respectively).","chi2","4.52","1,58","",60,"chi2(1, 58)=4.52","","",4,15
2036,"Wisman, A., Heflick, N., & Goldenberg, J. L. (2015). The great escape: The role of self-esteem and self-related cognition in terror management. Journal of Experimental Social Psychology, 60, 121–132. https://doi.org/10.1016/j.jesp.2015.05.006","The great escape: The role of self-esteem and self-related cognition in terror management.","2015",5,"","Y","1","Study 1 was designed to provide the first test of the existential escape hypothesis, which states that only people with low self-esteem will show reduced self-awareness in response to mortality salience.","2X2 BS","Tr","interaction  (2X2)","TMT","MAPS","","","","","OTHER (pain)","","Self-Esteem: High Low ","","","","Situational Self-Awareness Scale","","7: other self-awareness","Cognition","1 (PANAS)","1","20.13","y","2: UK",2,"regression","To test the primary hypothesis that individuals with low self-esteem, in contrast to individuals with higher levels of self-esteem, would decrease private self-awareness as a function of mortality salience, we conducted regression analysis in which we entered the main effects for the mortality salience manipulation dummy coded, and self-esteem (centered) in Step 1 and the interaction at Step 2. No effects approached significance at Step 1, ps > .27. At Step 2, we observed the hypothesized self-esteem by mortality salience interaction, B = − .1, SE = .03, t(65) = − 3.06, p = .003, adjusted R2 = .13","t","3.06","65","",69,"t(65)=3.06","","",4,17.25
2037,"Wisman, A., Heflick, N., & Goldenberg, J. L. (2015). The great escape: The role of self-esteem and self-related cognition in terror management. Journal of Experimental Social Psychology, 60, 121–132. https://doi.org/10.1016/j.jesp.2015.05.006","The great escape: The role of self-esteem and self-related cognition in terror management.","2015",5,"","Y","2","Study 1 was the first study to our knowledge to directly demonstrate that individuals with low self-esteem respond to non-conscious death thoughts with efforts to escape self-awareness. The aim of Study 2 is to replicate this finding using a more implicit measurement of self-related cognition","2X2 BS","Tr","interaction  (2X2)","TMT","MAPS","","","","","DP","","Self-Esteem: High Low ","","","","self-focussed attention to Linguistic Implications Forms","","7: other self-awareness","Cognition","1 (PANAS)","1","40.02","n","1: USA",1,"regression","To test the hypothesis that participants with low self-esteem decrease self-state focussed attention when thoughts of death are activated outside of consciousness, we conducted regression analysis, as in Study 1. We entered mortality salience (dummy-coded) and mean-centered self-esteem at Step 1, and the interaction term at Step 2. At Step 1, no significant effects were observed (ps > .3). At Step 2, we found a significant interaction, B = − 1.30, SE = .43, t(94) = − 3.05, p = .003, adjusted R2 = .11.","t","3.05","94","0.003",98,"t(94)=3.05","","",4,24.5
